2020 1 25 1 0
2020 1 26 0 0
2020 1 27 0 0
2020 1 28 0 0
2020 1 29 0 0
2020 1 30 0 0
2020 1 31 0 0
2020 2 1 0 0
2020 2 2 0 0
2020 2 3 0 0
2020 2 4 0 0
2020 2 5 0 0
2020 2 6 0 0
2020 2 7 0 0
2020 2 8 0 0
2020 2 9 0 0
2020 2 10 0 0
2020 2 11 0 0
2020 2 12 0 0
2020 2 13 0 0
2020 2 14 0 0
2020 2 15 0 0
2020 2 16 0 0
2020 2 17 0 0
2020 2 18 0 0
2020 2 19 0 0
2020 2 20 0 0
2020 2 21 0 0
2020 2 22 0 0
2020 2 23 0 0
2020 2 24 0 0
2020 2 25 0 0
2020 2 26 0 0
2020 2 27 0 0
2020 2 28 0 0
2020 2 29 0 0
2020 3 1 0 0
2020 3 2 0 0
2020 3 3 0 0
2020 3 4 0 0
2020 3 5 0 0
2020 3 6 0 0
2020 3 7 0 0
2020 3 8 0 0
2020 3 9 0 0
2020 3 10 0 0
2020 3 11 0 0
2020 3 12 0 0
2020 3 13 0 0
2020 3 14 0 0
2020 3 15 0 0
2020 3 16 0 0
2020 3 17 0 0
2020 3 18 0 0
2020 3 19 0 0
2020 3 20 0 0
2020 3 21 0 0
2020 3 22 0 0
2020 3 23 1 0
2020 3 24 0 0
2020 3 25 1 0
2020 3 26 0 0
2020 3 27 1 0
2020 3 28 1 0
2020 3 29 0 0
2020 3 30 0 0
2020 3 31 0 0
2020 4 1 0 0
2020 4 2 1 0
2020 4 3 0 0
2020 4 4 3 0
2020 4 5 0 0
2020 4 6 0 0
2020 4 7 0 0
2020 4 8 0 0
2020 4 9 0 0
2020 4 10 0 0
2020 4 11 0 0
2020 4 12 3 0
2020 4 13 2 0
2020 4 14 2 0
2020 4 15 0 0
2020 4 16 0 0
2020 4 17 14 0
2020 4 18 1 0
2020 4 19 0 0
2020 4 20 0 0
2020 4 21 12 0
2020 4 22 2 0
2020 4 23 3 0
2020 4 24 1 0
2020 4 25 0 0
2020 4 26 3 0
2020 4 27 0 0
2020 4 28 2 0
2020 4 29 3 0
2020 4 30 0 0
2020 5 1 2 0
2020 5 2 0 0
2020 5 3 16 0
2020 5 4 0 0
2020 5 5 7 0
2020 5 6 17 0
2020 5 7 2 0
2020 5 8 1 0
2020 5 9 8 0
2020 5 10 0 0
2020 5 11 24 0
2020 5 12 83 0
2020 5 13 33 0
2020 5 14  1
2020 5 15 18 0
2020 5 16 24 1
2020 5 17 4 1
2020 5 18 80 0
2020 5 19 27 0
2020 5 20 25 0
2020 5 21 30 1
2020 5 22 59 0
2020 5 23 68 0
2020 5 24 19 0
2020 5 25 79 1
2020 5 26 90 0
2020 5 27 114 0
2020 5 28 156 1
2020 5 29 170 1
2020 5 30 189 0
2020 5 31 171 2
2020 6 1 239 0
2020 6 2 288 0
2020 6 3 201 1
2020 6 4 334 1
2020 6 5 278 1
2020 6 6 323 2
2020 6 7 213 0
2020 6 8 314 1
2020 6 9 324 1
2020 6 10 278 0
2020 6 11 250 0
2020 6 12 448 1
2020 6 13 273 2
2020 6 14 425 1
2020 6 15 451 0
2020 6 16 380 0
2020 6 17 586 1
2020 6 18 671 2
2020 6 19 426 0
2020 6 20 331 0
2020 6 21 421 1
2020 6 22 535 0
2020 6 23 538 1
2020 6 24 629 0
2020 6 25 434 2
2020 6 26 593 1
2020 6 27 554 1
2020 6 28 463 0
2020 6 29 476 1
2020 6 30 316 0
2020 7 1 482 1
2020 7 2 473 1
2020 7 3 740 1
2020 7 4 232 2
2020 7 5 293 0
2020 7 6 180 1
2020 7 7 204 0
2020 7 8 255 0
2020 7 9 108 0
2020 7 10 118 0
2020 7 11 70 3
2020 7 12 82 0
2020 7 13 144 0
2020 7 14 116 0
2020 7 15 116 1
2020 7 16 167 0
2020 7 17 101 1
2020 7 18 57 0
2020 7 19 156 0
2020 7 20 186 0
2020 7 21 150 0
2020 7 22 100 2
2020 7 23 147 1
2020 7 24 133 1
2020 7 25 109 1
2020 7 26 130 0
2020 7 27 139 3
2020 7 28 311 1
2020 7 29 210 0
2020 7 30 274 3
2020 7 31 224 4
2020 8 1 315 0
2020 8 2 246 1
2020 8 3 418 0
2020 8 4 259 1
2020 8 5 381 2
2020 8 6 360 5
2020 8 7 464 5
2020 8 8 378 3
2020 8 9 380 2
2020 8 10 338 4
2020 8 11 638 4
2020 8 12 484 8
2020 8 13 525 4
2020 8 14 594 4
2020 8 15 468 3
2020 8 16 641 2
2020 8 17 581 3
2020 8 18 1016 7
2020 8 19 681 6
2020 8 20 707 6
2020 8 21 838 11
2020 8 22 634 9
2020 8 23 818 3
2020 8 24 743 8
2020 8 25 855 7
2020 8 26 885 11
2020 8 27 1111 8
2020 8 28 927 12
2020 8 29 884 12
2020 8 30 1221 14
2020 8 31 899 7
2020 9 1 1069 11
2020 9 2 1120 12
2020 9 3 1228 6
2020 9 4 1359 14
2020 9 5 1041 9
2020 9 6 980 9
2020 9 7 979 11
2020 9 8 902 6
2020 9 9 1081 6
2020 9 10 1246 5
2020 9 11 1454 5
2020 9 12 1201 14
2020 9 13 1039 9
2020 9 14 1170 15
2020 9 15 1459 11
2020 9 16 1539 8
2020 9 17 1246 4
2020 9 18 2020 7
2020 9 19 1204 11
2020 9 20 1325 10
2020 9 21 1154 16
2020 9 22 1356 2
2020 9 23 1172 7
2020 9 24 1497 17
2020 9 25 1313 6
2020 9 26 1207 8
2020 9 27 1573 10
2020 9 28 1351 4
2020 9 29 1513 10
2020 9 30 1559 7
2020 10 1 1911 11
2020 10 2 2722 11
2020 10 3 2120 8
2020 10 4 2253 7
2020 10 5 2440 19
2020 10 6 1551 9
2020 10 7 3439 15
2020 10 8 4364 12
2020 10 9 2059 10
2020 10 10 5008 14
2020 10 11 2071 22
2020 10 12 4047 9
2020 10 13 3556 18
2020 10 14 2638 12
2020 10 15 3749 19
2020 10 16 4392 21
2020 10 17 3167 12
2020 10 18 2942 12
2020 10 19 3790 18
2020 10 20 3093 8
2020 10 21 5743 26
2020 10 22 3637 21
2020 10 23 4499 17
2020 10 24 2225 13
2020 10 25 2856 5
2020 10 26 1741 15
2020 10 27 570 14
2020 10 28 1954 11
2020 10 29 2364 17
2020 10 30 3517 16
2020 10 31 2508 17
2020 11 1 2824 23
2020 11 2 2933 24
2020 11 3 3114 20
2020 11 4 3309 30
2020 11 5 3051 18
2020 11 6 2909 18
2020 11 7 2753 17
2020 11 8 2817 21
2020 11 9 2571 18
2020 11 10 2736 22
2020 11 11 2569 26
2020 11 12 1913 15
2020 11 13 2111 13
2020 11 14 1946 13
2020 11 15 1477 6
2020 11 16 1197 9
2020 11 17 502 17
2020 11 18 1442 12
2020 11 19 2103 17
2020 11 20 1945 22
2020 11 21 1674 7
2020 11 22 1669 16
2020 11 23 1980 16
2020 11 24 1790 24
2020 11 25 1948 28
2020 11 26 1614 23
2020 11 27 1703 23
2020 11 28 1380 19
2020 11 29 1255 25
2020 11 30 1474 29
2020 12 1 0 21
2020 12 2 2794 9
2020 12 3 1343 13
2020 12 4 1272 16
2020 12 5 1024 10
2020 12 6 1096 17
2020 12 7 1014 20
2020 12 8 1382 23
2020 12 9 1056 14
2020 12 10 1217 12
2020 12 11 1044 11
2020 12 12 899 15
2020 12 13 830 9
2020 12 14 821 18
2020 12 15 936 14
2020 12 16 736 13
2020 12 17 776 6
2020 12 18 782 16
2020 12 19 710 12
2020 12 20 588 11
2020 12 21 742 7
2020 12 22 722 3
2020 12 23 743 5
2020 12 24 613 5
2020 12 25 608 8
2020 12 26 500 3
2020 12 27 481 6
2020 12 28 659 7
2020 12 29 708 8
2020 12 30 511 7
2020 12 31 534 9
2021 1 1 426 8
2021 1 2 419 6
2021 1 3 421 8
2021 1 4 403 7
2021 1 5 522 8
2021 1 6 409 6
2021 1 7 412 4
2021 1 8 554 6
2021 1 9 362 3
2021 1 10 259 5
