2021 1 11 488 10
2021 1 12 430 5
2021 1 13 445 5
2021 1 14 403 6
2021 1 15 270 5
2021 1 16 240 6
2021 1 17 266 5
2021 1 18 322 6
2021 1 19 348 4
2021 1 20 318 6
2021 1 21 336 4
2021 1 22 302 7
2021 1 23 232 8
2021 1 24 270 7
2021 1 25 339 10
2021 1 26 303 6
2021 1 27 283 3
2021 1 28 213 0
2021 1 29 157 5
2021 1 30 109 2
2021 1 31 105 2
2021 2 1 159 0
2021 2 2 171 1
2021 2 3 142 1
2021 2 4 171 2
2021 2 5 105 2
2021 2 6 99 0
2021 2 7 119 3
2021 2 8 130 7
2021 2 9 160 2
2021 2 10 134 0
2021 2 11 81 5
2021 2 12 127 2
2021 2 13 57 0
2021 2 14 104 0
2021 2 15 122 1
2021 2 16 105 0
2021 2 17 125 0
2021 2 18 96 3
2021 2 19 97 3
2021 2 20 88 0
2021 2 21 80 0
2021 2 22 125 0
2021 2 23 110 4
2021 2 24 94 619
2021 2 25 112 1
2021 2 26 112 86
2021 2 27 81 2
2021 2 28 78 1
2021 3 1 73 3
2021 3 2 78 0
2021 3 3 87 1
2021 3 4 107 0
2021 3 5 120 232
2021 3 6 47 0
2021 3 7 66 0
2021 3 8 89 1
2021 3 9 59 1
2021 3 10 104 0
2021 3 11 97 0
2021 3 12 48 0
2021 3 13 60 2
2021 3 14 53 0
2021 3 15 79 0
2021 3 16 114 0
2021 3 17 94 0
2021 3 18 107 1
2021 3 19 125 1
2021 3 20 79 0
2021 3 21 77 0
2021 3 22 150 3
2021 3 23 188 0
2021 3 24 145 1
2021 3 25 120 0
2021 3 26 156 4
2021 3 27 85 3
2021 3 28 89 0
2021 3 29 141 0
2021 3 30 167 3
2021 3 31 162 0
2021 4 1 152 1
2021 4 2 179 0
2021 4 3 128 1
2021 4 4 176 0
2021 4 5 266 4
2021 4 6 260 0
2021 4 7 298 2
2021 4 8 332 0
2021 4 9 288 0
2021 4 10 337 1
2021 4 11 303 1
2021 4 12 496 13
2021 4 13 460 5
2021 4 14 580 3
2021 4 15 490 5
2021 4 16 836 4
2021 4 17 768 5
2021 4 18 1015 8
2021 4 19 1227 8
2021 4 20 1667 11
2021 4 21 2220 10
2021 4 22 2365 5
2021 4 23 2449 5
2021 4 24 2486 14
2021 4 25 3032 28
2021 4 26 3442 12
2021 4 27 4364 18
2021 4 28 4774 17
2021 4 29 4831 35
2021 4 30 5657 33
2021 5 1 5706 19
2021 5 2 7137 27
2021 5 3 7388 37
2021 5 4 7587 55
2021 5 5 8605 58
2021 5 6 8970 54
2021 5 7 9023 50
2021 5 8 8287 53
2021 5 9 8777 88
2021 5 10 9127 139
2021 5 11 9317 225
2021 5 12 9238 168
2021 5 13 8842 214
2021 5 14 8467 203
2021 5 15 8046 187
2021 5 16 7316 145
2021 5 17 9198 214
2021 5 18 8136 196
2021 5 19 8064 246
2021 5 20 8227 190
2021 5 21 8407 177
2021 5 22 8591 129
2021 5 23 7598 193
2021 5 24 7220 185
2021 5 25 8387 169
2021 5 26 6677 145
2021 5 27 6731 106
2021 5 28 6855 96
2021 5 29 4311 116
2021 5 30 3702 109
2021 5 31 4178 114
2021 6 1 5285 68
2021 6 2 4524 101
2021 6 3 5825 75
2021 6 4 4624 101
2021 6 5 3540 68
2021 6 6 3024 99
2021 6 7 3370 92
2021 6 8 3870 108
2021 6 9 3449 81
2021 6 10 2874 59
2021 6 11 2709 67
2021 6 12 2382 61
2021 6 13 1694 46
2021 6 14 2049 53
2021 6 15 1681 41
2021 6 16 2014 52
2021 6 17 1768 39
2021 6 18 1963 44
2021 6 19 1688 34
2021 6 20 1421 51
2021 6 21 1584 46
2021 6 22 3703 41
2021 6 23 1511 81
2021 6 24 1577 24
2021 6 25 1721 27
2021 6 26 1174 30
2021 6 27 1353 34
2021 6 28 1509 42
2021 6 29 1728 20
2021 6 30 1889 41
2021 7 1 1857 33
2021 7 2 1391 34
2021 7 3 1527 19
2021 7 4 1042 27
2021 7 5 1745 23
2021 7 6 1718 15
2021 7 7 2077 28
2021 7 8 1218 29
2021 7 9 1479 20
2021 7 10 1353 22
2021 7 11 1237 20
2021 7 12 1690 18
2021 7 13 1639 12
2021 7 14 2010 18
2021 7 15 1782 33
2021 7 16 2006 43
2021 7 17 1310 21
2021 7 18 1223 23
2021 7 19 1642 32
2021 7 20 2202 25
2021 7 21 1918 30
2021 7 22 1855 24
2021 7 23 1982 18
2021 7 24 2309 16
2021 7 25 1539 18
2021 7 26 2391 25
2021 7 27 2726 20
2021 7 28 2634 33
2021 7 29 2335 16
2021 7 30 2467 27
2021 7 31 2280 23
2021 8 1 1981 18
2021 8 2 2279 23
2021 8 3 2448 24
2021 8 4 2975 35
2021 8 5 3007 37
2021 8 6 2430 25
2021 8 7 2231 19
2021 8 8 2137 55
2021 8 9 2609 22
2021 8 10 3194 35
2021 8 11 2616 30
2021 8 12 2473 32
2021 8 13 2763 27
2021 8 14 1947 20
2021 8 15 1793 33
2021 8 16 2566 35
2021 8 17 2456 27
2021 8 18 2613 42
2021 8 19 2321 33
2021 8 20 2079 26
2021 8 21 1424 30
2021 8 22 1702 24
2021 8 23 1548 24
2021 8 24 2020 35
2021 8 25 1862 44
2021 8 26 2052 26
2021 8 27 1577 25
2021 8 28 1516 27
2021 8 29 1214 24
2021 8 30 1902 16
2021 8 31 1523 20
2021 9 1 1648 20
